2016-04-23,125.88.190.26,1181303
2016-04-23,68.131.32.21,434425
2016-04-23,43.230.112.88,296832
2016-04-23,149.78.24.20,257744
2016-04-23,174.70.143.166,228482
2016-04-23,95.154.113.68,189475
2016-04-23,115.239.230.144,184655
2016-04-23,83.128.48.145,182327
2016-04-23,47.89.54.116,172885
2016-04-23,77.195.15.90,168546
2016-04-23,144.0.3.37,167376
2016-04-23,122.224.49.76,138442
2016-04-23,81.246.188.0,138036
2016-04-23,176.112.112.49,125833
2016-04-23,89.248.166.96,124886
2016-04-23,74.208.126.4,123978
2016-04-23,103.6.204.77,123522
2016-04-23,121.199.73.1,115334
2016-04-23,50.110.109.52,105464
2016-04-23,125.77.17.208,104379
2016-04-23,162.231.189.168,100055
2016-04-23,76.111.241.224,93676
2016-04-23,61.214.193.146,93598
2016-04-23,46.151.217.228,89401
2016-04-23,183.111.108.59,88523
