2016-07-10,101.231.200.10,807917
2016-07-10,24.0.179.1,122290
2016-07-10,183.61.243.76,116728
2016-07-10,183.2.193.27,107181
2016-07-10,115.231.234.214,106758
2016-07-10,116.31.119.232,106471
2016-07-10,103.36.208.98,103596
2016-07-10,61.153.104.71,101470
2016-07-10,91.153.253.210,96880
2016-07-10,14.17.74.167,95519
2016-07-10,121.199.57.206,94176
2016-07-10,73.48.125.161,84426
2016-07-10,103.5.59.142,75569
2016-07-10,103.226.125.208,68174
2016-07-10,81.103.38.249,66703
2016-07-10,91.236.116.117,66155
2016-07-10,189.244.47.58,65762
2016-07-10,178.32.58.46,62206
2016-07-10,74.209.214.9,61938
2016-07-10,108.33.247.84,57357
2016-07-10,50.82.172.181,55902
2016-07-10,103.21.117.244,48373
2016-07-10,178.152.146.180,46358
2016-07-10,42.96.204.112,45176
2016-07-10,180.119.219.54,45001
