2016-05-16,119.147.161.50,2880360
2016-05-16,58.248.182.82,2878712
2016-05-16,119.38.129.111,990626
2016-05-16,114.55.66.19,834853
2016-05-16,43.230.112.88,746363
2016-05-16,219.159.84.225,549444
2016-05-16,211.149.203.166,368395
2016-05-16,115.230.125.240,277412
2016-05-16,162.214.29.22,203675
2016-05-16,178.128.217.173,181425
2016-05-16,120.68.194.50,137053
2016-05-16,211.149.201.214,135751
2016-05-16,203.191.148.33,134777
2016-05-16,218.75.17.198,130721
2016-05-16,108.232.57.85,125521
2016-05-16,80.243.182.196,125376
2016-05-16,112.91.21.152,113024
2016-05-16,119.167.137.189,107133
2016-05-16,125.77.18.44,96354
2016-05-16,120.55.232.238,95806
2016-05-16,84.106.77.87,91236
2016-05-16,173.252.122.120,91094
2016-05-16,78.160.27.35,90376
2016-05-16,158.58.170.130,90205
2016-05-16,219.159.84.192,86939
