2016-04-27,115.159.81.113,895226
2016-04-27,71.174.212.35,392726
2016-04-27,43.230.113.54,295688
2016-04-27,42.51.3.216,294496
2016-04-27,89.36.210.204,244378
2016-04-27,116.31.123.58,244306
2016-04-27,183.60.135.146,205692
2016-04-27,146.135.126.175,199538
2016-04-27,43.252.120.134,135326
2016-04-27,188.212.103.53,132192
2016-04-27,43.252.120.136,124266
2016-04-27,120.24.157.178,124249
2016-04-27,125.88.145.166,124248
2016-04-27,79.132.48.206,116998
2016-04-27,115.28.32.18,104268
2016-04-27,122.224.54.79,101627
2016-04-27,115.231.217.183,101030
2016-04-27,149.202.196.164,100533
2016-04-27,85.171.154.242,94663
2016-04-27,81.50.91.232,94351
2016-04-27,192.31.185.167,92464
2016-04-27,58.221.58.140,87559
2016-04-27,198.50.244.205,82695
2016-04-27,120.27.41.214,76889
2016-04-27,58.215.142.209,75315
