2016-05-27,43.230.113.119,901364
2016-05-27,45.116.145.84,297326
2016-05-27,31.32.52.220,219012
2016-05-27,109.48.88.69,208868
2016-05-27,14.29.54.68,205968
2016-05-27,125.88.186.83,195878
2016-05-27,14.29.54.89,195156
2016-05-27,114.55.31.45,180935
2016-05-27,210.209.127.72,175843
2016-05-27,101.200.221.52,171235
2016-05-27,46.244.10.94,169621
2016-05-27,91.203.69.200,167318
2016-05-27,115.231.26.7,159433
2016-05-27,194.213.199.12,157427
2016-05-27,172.250.25.22,154070
2016-05-27,118.97.170.11,150143
2016-05-27,92.171.187.63,143820
2016-05-27,172.250.25.2,138602
2016-05-27,121.12.172.85,134695
2016-05-27,23.234.24.19,117084
2016-05-27,23.234.51.26,107342
2016-05-27,194.214.51.142,106505
2016-05-27,125.77.21.147,102416
2016-05-27,110.90.116.76,97566
2016-05-27,84.98.231.139,97437
