2016-04-26,183.60.135.146,1120106
2016-04-26,5.28.128.196,1113912
2016-04-26,89.43.62.65,541014
2016-04-26,125.88.145.166,505734
2016-04-26,79.141.164.4,448448
2016-04-26,84.90.229.61,440260
2016-04-26,116.31.123.58,391102
2016-04-26,185.8.106.209,369578
2016-04-26,61.174.40.245,324574
2016-04-26,164.132.214.166,294022
2016-04-26,42.51.3.216,269680
2016-04-26,120.24.157.178,263348
2016-04-26,124.228.91.105,255210
2016-04-26,149.56.106.237,223304
2016-04-26,125.227.99.223,218994
2016-04-26,109.96.186.205,201134
2016-04-26,188.83.167.144,199856
2016-04-26,164.132.80.31,198288
2016-04-26,188.212.103.53,196920
2016-04-26,185.8.106.220,194818
2016-04-26,81.193.13.77,194106
2016-04-26,60.190.216.254,189094
2016-04-26,146.0.32.143,181386
2016-04-26,212.18.230.217,176082
2016-04-26,188.213.165.91,167444
