2016-05-22,43.230.113.119,592849
2016-05-22,119.38.129.111,421440
2016-05-22,210.209.127.72,421219
2016-05-22,120.55.225.102,421086
2016-05-22,66.55.148.35,380760
2016-05-22,68.248.213.164,330196
2016-05-22,114.55.31.45,329330
2016-05-22,125.77.20.85,301004
2016-05-22,109.241.137.173,257460
2016-05-22,59.46.10.183,163999
2016-05-22,123.56.91.165,146267
2016-05-22,86.223.52.59,141422
2016-05-22,219.159.84.225,139330
2016-05-22,61.147.96.155,137591
2016-05-22,89.43.62.29,137318
2016-05-22,50.186.169.199,136851
2016-05-22,115.28.252.124,134581
2016-05-22,14.29.49.127,132158
2016-05-22,119.29.140.94,126372
2016-05-22,125.77.21.147,126214
2016-05-22,68.45.159.174,118629
2016-05-22,112.91.21.152,110766
2016-05-22,85.159.237.152,106011
2016-05-22,14.17.92.3,100869
2016-05-22,120.25.83.203,99014
