2016-05-11,82.38.32.233,1661508
2016-05-11,200.98.150.135,881824
2016-05-11,104.31.239.3,626273
2016-05-11,43.230.113.119,432445
2016-05-11,52.67.53.119,371130
2016-05-11,219.159.84.225,272150
2016-05-11,223.99.9.82,263655
2016-05-11,59.46.10.183,260723
2016-05-11,120.192.81.123,191703
2016-05-11,2.106.11.252,190433
2016-05-11,66.249.90.46,162055
2016-05-11,116.31.123.58,161676
2016-05-11,125.77.18.44,137329
2016-05-11,117.158.151.106,137047
2016-05-11,121.10.142.77,133913
2016-05-11,95.211.196.163,123530
2016-05-11,61.160.222.201,107586
2016-05-11,107.183.192.180,105946
2016-05-11,217.247.92.218,101694
2016-05-11,112.74.110.199,98945
2016-05-11,123.184.32.49,96652
2016-05-11,106.120.163.51,95907
2016-05-11,116.211.121.178,93028
2016-05-11,176.140.212.227,90571
2016-05-11,219.159.84.192,88649
