2016-05-29,61.97.250.202,1846079
2016-05-29,43.230.113.119,966102
2016-05-29,115.231.26.7,395585
2016-05-29,50.87.182.247,386133
2016-05-29,95.213.246.26,369571
2016-05-29,106.122.249.187,306441
2016-05-29,99.226.177.145,257689
2016-05-29,128.79.146.199,188104
2016-05-29,125.77.16.177,171065
2016-05-29,14.29.54.98,155108
2016-05-29,59.53.63.87,137848
2016-05-29,24.0.178.73,128166
2016-05-29,192.126.113.196,124868
2016-05-29,172.106.18.200,115341
2016-05-29,115.230.126.150,107153
2016-05-29,23.234.49.16,103834
2016-05-29,125.77.18.226,102605
2016-05-29,97.74.234.55,99278
2016-05-29,219.159.84.225,98725
2016-05-29,90.110.235.180,98325
2016-05-29,77.31.255.161,96933
2016-05-29,89.39.12.130,92391
2016-05-29,182.254.223.114,91912
2016-05-29,125.93.87.58,89562
2016-05-29,40.115.60.6,88582
