2016-04-25,183.60.135.146,855840
2016-04-25,23.238.135.227,688214
2016-04-25,182.92.65.76,243207
2016-04-25,122.226.135.49,211716
2016-04-25,43.230.112.88,181554
2016-04-25,125.65.77.118,136405
2016-04-25,77.8.114.42,127849
2016-04-25,104.27.189.220,126937
2016-04-25,120.24.195.35,125486
2016-04-25,96.230.1.160,124854
2016-04-25,89.156.74.210,118510
2016-04-25,89.43.62.65,115599
2016-04-25,23.234.1.237,97624
2016-04-25,82.230.154.96,89925
2016-04-25,66.229.192.47,89541
2016-04-25,58.221.59.149,89519
2016-04-25,121.196.237.139,88655
2016-04-25,101.176.59.95,87805
2016-04-25,84.90.229.61,86395
2016-04-25,121.199.73.1,84873
2016-04-25,183.61.253.240,84410
2016-04-25,61.160.194.246,83064
2016-04-25,71.174.212.35,80159
2016-04-25,116.31.123.58,79557
2016-04-25,104.18.58.87,74230
