2016-06-22,82.14.203.56,195206
2016-06-22,178.65.187.125,156985
2016-06-22,104.34.14.186,67129
2016-06-22,171.161.206.200,66651
2016-06-22,162.198.126.139,65353
2016-06-22,14.17.92.112,63473
2016-06-22,76.179.146.1,61307
2016-06-22,82.235.82.92,59856
2016-06-22,59.56.110.142,52229
2016-06-22,97.87.34.43,46683
2016-06-22,37.163.242.211,45235
2016-06-22,104.192.155.203,44730
2016-06-22,82.43.40.174,41950
2016-06-22,90.104.17.3,40190
2016-06-22,103.239.246.125,39648
2016-06-22,120.37.77.106,37044
2016-06-22,64.40.96.8,35935
2016-06-22,222.246.94.61,35657
2016-06-22,93.119.24.6,33233
2016-06-22,77.133.76.7,32363
2016-06-22,216.229.21.20,31215
2016-06-22,81.182.234.243,30931
2016-06-22,78.242.128.101,30465
2016-06-22,73.94.117.34,29836
2016-06-22,84.91.32.21,28177
