2016-06-08,14.17.64.194,1521072
2016-06-08,61.139.175.76,1313919
2016-06-08,162.159.210.87,1129138
2016-06-08,5.245.227.47,1045034
2016-06-08,183.2.242.88,1044292
2016-06-08,183.2.247.28,871671
2016-06-08,77.66.48.69,870504
2016-06-08,123.175.164.1,843281
2016-06-08,121.42.144.99,789500
2016-06-08,162.159.211.87,785060
2016-06-08,183.61.254.69,761324
2016-06-08,145.132.228.30,715468
2016-06-08,78.228.236.56,711032
2016-06-08,223.252.207.50,537101
2016-06-08,106.75.28.69,522471
2016-06-08,14.29.54.95,516846
2016-06-08,123.57.218.187,501525
2016-06-08,123.56.226.107,488695
2016-06-08,180.97.161.17,483342
2016-06-08,14.29.54.98,466982
2016-06-08,115.231.232.165,416864
2016-06-08,82.80.219.122,295977
2016-06-08,82.80.219.119,294789
2016-06-08,115.231.222.210,294103
2016-06-08,68.98.168.205,281602
