2016-04-21,120.52.19.26,1025806
2016-04-21,121.196.237.139,246073
2016-04-21,93.190.143.14,230451
2016-04-21,125.88.190.26,223912
2016-04-21,70.72.193.106,215313
2016-04-21,14.152.81.167,177481
2016-04-21,183.131.222.15,157028
2016-04-21,116.31.123.58,138292
2016-04-21,122.224.49.76,114456
2016-04-21,223.99.9.123,113369
2016-04-21,43.227.193.95,107932
2016-04-21,103.193.150.39,104863
2016-04-21,120.24.44.126,104363
2016-04-21,144.64.10.240,103761
2016-04-21,151.80.79.190,90267
2016-04-21,86.15.166.69,88979
2016-04-21,67.137.36.66,84418
2016-04-21,131.221.45.47,83389
2016-04-21,109.19.51.16,77202
2016-04-21,91.88.48.135,76115
2016-04-21,79.169.246.24,74870
2016-04-21,61.160.213.175,74473
2016-04-21,189.78.149.31,70169
2016-04-21,176.23.51.17,68496
2016-04-21,60.169.78.211,64263
