2016-06-14,104.160.181.73,1110903
2016-06-14,82.221.105.229,438380
2016-06-14,61.160.211.81,438268
2016-06-14,220.170.89.143,405475
2016-06-14,120.27.52.227,385561
2016-06-14,121.43.181.182,377295
2016-06-14,114.55.79.245,357798
2016-06-14,115.71.22.179,357454
2016-06-14,50.6.115.252,354741
2016-06-14,43.230.112.219,353388
2016-06-14,120.55.205.250,352349
2016-06-14,45.114.14.55,347537
2016-06-14,115.159.27.57,342871
2016-06-14,14.29.54.98,333274
2016-06-14,14.17.92.112,307065
2016-06-14,115.231.26.7,280961
2016-06-14,180.97.161.17,279293
2016-06-14,139.196.176.83,260293
2016-06-14,121.199.32.53,249285
2016-06-14,5.245.233.229,219369
2016-06-14,104.154.16.22,218920
2016-06-14,120.26.45.164,213947
2016-06-14,116.31.127.27,209216
2016-06-14,5.19.242.76,199935
2016-06-14,115.28.204.249,178421
