2016-05-04,125.77.18.44,455104
2016-05-04,43.230.112.88,290061
2016-05-04,193.92.49.214,279575
2016-05-04,162.214.29.22,275401
2016-05-04,14.152.81.119,270671
2016-05-04,77.103.66.179,259278
2016-05-04,119.38.129.111,164457
2016-05-04,119.38.129.212,163710
2016-05-04,108.232.57.85,145093
2016-05-04,116.31.123.58,139978
2016-05-04,112.209.214.223,133563
2016-05-04,174.36.149.120,131223
2016-05-04,120.27.125.248,117611
2016-05-04,59.46.10.183,116892
2016-05-04,103.25.9.217,116488
2016-05-04,116.10.189.51,115900
2016-05-04,80.162.102.82,112151
2016-05-04,114.55.86.242,109136
2016-05-04,220.170.92.37,106723
2016-05-04,115.239.229.196,104701
2016-05-04,103.254.28.31,103937
2016-05-04,61.147.247.252,102302
2016-05-04,124.95.151.200,97544
2016-05-04,90.108.156.50,95372
2016-05-04,180.97.163.66,94360
