2016-07-19,46.108.119.94,132030
2016-07-19,115.231.218.232,117403
2016-07-19,218.60.112.42,103587
2016-07-19,60.19.29.22,99628
2016-07-19,43.229.7.28,98767
2016-07-19,43.227.195.216,89715
2016-07-19,174.3.140.141,87613
2016-07-19,121.41.37.189,84569
2016-07-19,75.13.130.175,80450
2016-07-19,14.29.54.17,75138
2016-07-19,74.129.168.21,72891
2016-07-19,183.15.235.133,68247
2016-07-19,123.184.41.166,68227
2016-07-19,119.28.50.24,67886
2016-07-19,125.77.18.213,66769
2016-07-19,203.170.49.148,66700
2016-07-19,103.244.149.139,64594
2016-07-19,142.147.113.124,59732
2016-07-19,115.238.246.176,58877
2016-07-19,101.201.73.30,57666
2016-07-19,121.12.172.54,54870
2016-07-19,76.3.34.73,54638
2016-07-19,183.2.247.125,54404
2016-07-19,122.224.34.28,53528
2016-07-19,122.224.55.39,52021
