2016-05-03,58.218.211.82,547939
2016-05-03,208.122.80.254,383668
2016-05-03,125.77.18.124,383556
2016-05-03,114.215.198.90,330643
2016-05-03,162.214.29.22,319797
2016-05-03,116.31.123.58,225154
2016-05-03,14.152.81.119,221271
2016-05-03,95.154.113.68,209142
2016-05-03,103.30.245.18,187426
2016-05-03,120.55.238.100,156643
2016-05-03,185.8.106.202,153496
2016-05-03,162.159.209.88,134343
2016-05-03,202.151.87.129,128202
2016-05-03,114.91.51.105,119654
2016-05-03,80.162.102.82,119521
2016-05-03,61.147.247.252,115642
2016-05-03,183.60.216.57,114044
2016-05-03,103.25.9.217,105951
2016-05-03,120.24.157.178,102377
2016-05-03,89.114.225.152,102276
2016-05-03,46.218.247.46,102173
2016-05-03,188.213.165.91,96741
2016-05-03,24.114.43.21,94761
2016-05-03,125.77.18.44,92908
2016-05-03,115.28.218.17,90437
