2016-07-03,103.254.28.19,3590505
2016-07-03,103.254.28.41,3412105
2016-07-03,103.254.28.36,1694057
2016-07-03,123.57.165.189,995113
2016-07-03,61.178.165.16,857419
2016-07-03,103.242.144.30,834806
2016-07-03,78.235.177.89,611645
2016-07-03,88.190.194.123,601576
2016-07-03,101.231.200.10,509852
2016-07-03,46.52.91.161,386547
2016-07-03,27.50.2.242,365915
2016-07-03,212.24.111.230,333456
2016-07-03,93.6.152.40,275547
2016-07-03,68.235.101.128,248583
2016-07-03,90.104.17.3,232572
2016-07-03,66.61.20.52,225275
2016-07-03,89.155.151.172,214063
2016-07-03,109.222.41.190,204789
2016-07-03,176.135.65.129,202464
2016-07-03,73.50.38.127,200887
2016-07-03,100.8.166.26,196089
2016-07-03,90.20.42.38,195640
2016-07-03,90.1.225.154,191002
2016-07-03,31.38.26.36,185392
2016-07-03,82.243.64.114,181253
