2016-05-01,183.60.135.161,638678
2016-05-01,50.5.223.13,562714
2016-05-01,162.159.209.88,464898
2016-05-01,122.195.186.248,205888
2016-05-01,103.17.41.189,192673
2016-05-01,43.230.146.80,159279
2016-05-01,193.254.246.139,151159
2016-05-01,212.170.34.14,131541
2016-05-01,162.159.208.103,127096
2016-05-01,89.43.62.65,122391
2016-05-01,88.140.54.101,121166
2016-05-01,140.128.99.11,117276
2016-05-01,61.160.212.190,116444
2016-05-01,37.249.56.151,115931
2016-05-01,114.215.198.90,112567
2016-05-01,108.232.57.85,104697
2016-05-01,222.187.224.84,102194
2016-05-01,123.184.41.21,101939
2016-05-01,24.167.48.137,98565
2016-05-01,95.154.113.68,90533
2016-05-01,46.189.141.122,88246
2016-05-01,59.46.10.207,88078
2016-05-01,37.189.80.37,87794
2016-05-01,80.162.102.82,84736
2016-05-01,94.133.216.151,82266
