2016-07-02,103.254.28.41,3515043
2016-07-02,103.254.28.19,3377216
2016-07-02,135.84.243.82,2130798
2016-07-02,149.126.77.177,1116147
2016-07-02,43.230.113.119,895934
2016-07-02,14.29.49.16,825216
2016-07-02,90.104.17.3,550817
2016-07-02,123.57.165.189,536428
2016-07-02,213.22.99.111,480656
2016-07-02,60.164.165.215,429849
2016-07-02,83.78.199.122,421310
2016-07-02,210.140.71.72,382274
2016-07-02,93.6.152.40,379015
2016-07-02,14.29.54.98,354875
2016-07-02,188.44.64.112,333241
2016-07-02,109.29.244.235,309862
2016-07-02,103.242.144.30,261634
2016-07-02,95.92.27.74,230121
2016-07-02,64.145.76.101,215799
2016-07-02,117.149.38.34,206891
2016-07-02,59.36.97.95,203672
2016-07-02,60.164.165.1,203129
2016-07-02,99.125.205.146,200282
2016-07-02,173.76.210.147,200160
2016-07-02,173.177.41.159,197818
