2016-07-15,101.231.200.10,2492034
2016-07-15,221.229.160.221,815017
2016-07-15,23.252.166.54,471127
2016-07-15,120.25.65.55,240209
2016-07-15,124.232.164.186,224765
2016-07-15,106.187.46.248,210386
2016-07-15,61.160.222.120,146543
2016-07-15,120.27.115.107,137630
2016-07-15,36.250.231.113,123594
2016-07-15,184.61.194.141,109026
2016-07-15,180.97.161.17,100775
2016-07-15,125.77.25.231,98325
2016-07-15,120.55.235.34,95336
2016-07-15,78.58.174.100,93903
2016-07-15,120.27.157.65,93728
2016-07-15,125.118.134.1,93522
2016-07-15,203.170.49.148,71515
2016-07-15,223.252.207.50,71407
2016-07-15,162.223.182.239,67377
2016-07-15,71.99.220.114,62995
2016-07-15,101.71.47.100,61598
2016-07-15,117.23.50.89,61352
2016-07-15,36.250.14.63,60522
2016-07-15,123.57.161.94,56616
2016-07-15,61.160.221.36,55564
