2016-04-29,42.51.3.216,1025428
2016-04-29,85.221.114.62,582681
2016-04-29,89.36.210.204,486745
2016-04-29,183.60.135.161,470818
2016-04-29,162.159.211.19,282694
2016-04-29,64.118.119.208,251722
2016-04-29,220.170.89.239,242078
2016-04-29,121.40.105.17,192177
2016-04-29,107.160.208.100,169003
2016-04-29,104.203.169.84,156135
2016-04-29,71.50.83.209,134069
2016-04-29,125.88.145.166,125826
2016-04-29,59.46.81.181,106417
2016-04-29,109.26.189.44,104057
2016-04-29,121.199.73.1,102624
2016-04-29,103.254.28.31,100608
2016-04-29,89.43.62.65,97116
2016-04-29,90.31.242.109,90110
2016-04-29,5.55.35.212,89462
2016-04-29,183.129.249.98,87332
2016-04-29,174.36.149.120,87147
2016-04-29,122.224.54.79,86828
2016-04-29,43.230.146.79,85476
2016-04-29,69.201.14.106,84313
2016-04-29,58.221.58.140,78410
