2016-06-13,104.160.181.73,1940887
2016-06-13,115.231.26.7,940379
2016-06-13,183.2.242.122,808334
2016-06-13,180.97.161.17,478958
2016-06-13,150.129.81.37,425442
2016-06-13,183.2.242.88,396700
2016-06-13,14.17.92.112,367829
2016-06-13,90.104.17.3,367122
2016-06-13,104.202.87.198,360976
2016-06-13,82.165.214.108,358547
2016-06-13,14.29.54.98,324333
2016-06-13,162.159.211.87,293004
2016-06-13,115.159.27.57,285926
2016-06-13,59.53.63.20,277610
2016-06-13,47.89.47.79,260814
2016-06-13,78.157.115.4,245098
2016-06-13,43.230.113.119,234653
2016-06-13,82.221.105.229,232214
2016-06-13,82.103.191.17,231533
2016-06-13,5.245.236.250,226314
2016-06-13,120.26.218.225,217885
2016-06-13,61.160.247.52,181609
2016-06-13,103.231.166.172,178755
2016-06-13,222.186.48.140,163057
2016-06-13,223.252.207.50,153606
