2016-06-18,114.55.32.174,1493255
2016-06-18,104.224.138.34,1350548
2016-06-18,115.159.71.149,1048328
2016-06-18,58.216.25.33,790781
2016-06-18,14.17.74.65,531861
2016-06-18,223.99.9.107,513791
2016-06-18,47.90.18.98,487403
2016-06-18,74.209.215.5,438777
2016-06-18,43.230.113.253,365189
2016-06-18,82.43.40.174,363887
2016-06-18,220.170.89.166,355392
2016-06-18,14.29.54.120,350128
2016-06-18,103.193.148.48,345870
2016-06-18,117.27.240.142,344789
2016-06-18,103.231.164.101,344368
2016-06-18,115.231.231.144,320479
2016-06-18,106.75.3.42,249503
2016-06-18,121.40.229.172,236854
2016-06-18,61.160.247.52,223546
2016-06-18,218.61.16.157,219590
2016-06-18,5.245.233.229,218897
2016-06-18,182.236.69.129,210162
2016-06-18,45.61.194.108,203870
2016-06-18,115.84.182.70,196471
2016-06-18,139.196.230.79,191096
