2016-04-28,89.36.210.204,1204365
2016-04-28,42.51.3.216,606425
2016-04-28,115.159.81.113,343323
2016-04-28,79.178.8.87,291097
2016-04-28,122.114.45.205,236297
2016-04-28,173.80.230.31,205890
2016-04-28,123.129.203.153,191012
2016-04-28,145.58.29.114,150981
2016-04-28,125.88.145.166,149929
2016-04-28,45.58.137.98,146371
2016-04-28,121.43.233.104,146082
2016-04-28,24.231.150.88,145029
2016-04-28,104.27.133.81,131713
2016-04-28,71.174.89.190,125350
2016-04-28,69.130.123.235,110173
2016-04-28,204.88.138.97,109705
2016-04-28,121.43.113.39,106505
2016-04-28,43.230.113.54,105673
2016-04-28,46.162.190.250,96537
2016-04-28,199.101.100.209,94313
2016-04-28,67.166.212.159,89643
2016-04-28,71.50.83.209,86407
2016-04-28,193.124.185.237,76302
2016-04-28,172.87.29.44,76129
2016-04-28,112.126.73.172,75920
