2016-05-21,43.230.113.119,858198
2016-05-21,210.209.127.72,511635
2016-05-21,80.79.228.18,419806
2016-05-21,66.148.121.61,391028
2016-05-21,119.38.129.111,262396
2016-05-21,120.55.225.102,260596
2016-05-21,112.74.105.127,228967
2016-05-21,119.28.52.146,165514
2016-05-21,119.29.140.94,162641
2016-05-21,188.116.46.6,155271
2016-05-21,66.148.121.98,152381
2016-05-21,68.45.159.174,134955
2016-05-21,59.46.10.183,133469
2016-05-21,107.216.248.132,131895
2016-05-21,84.194.146.96,130473
2016-05-21,59.46.0.197,121763
2016-05-21,52.196.11.247,118415
2016-05-21,175.41.31.150,113038
2016-05-21,180.178.61.188,112737
2016-05-21,180.176.61.188,108651
2016-05-21,85.242.73.164,105991
2016-05-21,117.25.128.116,104837
2016-05-21,114.112.50.75,99000
2016-05-21,114.55.31.45,98990
2016-05-21,219.135.58.60,98520
