2016-06-11,104.160.181.73,2794137
2016-06-11,211.149.254.184,1116484
2016-06-11,121.42.144.99,1077600
2016-06-11,5.245.227.47,951020
2016-06-11,116.255.133.69,814927
2016-06-11,149.202.223.128,780215
2016-06-11,14.17.92.112,744203
2016-06-11,103.61.145.98,660838
2016-06-11,122.13.161.22,528035
2016-06-11,203.180.230.199,508249
2016-06-11,115.236.113.10,504592
2016-06-11,220.170.89.143,488926
2016-06-11,162.159.210.87,476974
2016-06-11,118.178.9.130,476170
2016-06-11,162.159.211.87,435233
2016-06-11,183.2.242.88,388516
2016-06-11,59.56.19.122,361972
2016-06-11,220.167.107.98,356067
2016-06-11,217.11.227.76,351327
2016-06-11,93.196.178.56,349391
2016-06-11,60.191.143.244,349328
2016-06-11,188.194.98.133,348692
2016-06-11,103.224.81.138,348491
2016-06-11,23.234.37.232,346845
2016-06-11,50.6.115.252,344194
