2016-06-23,14.17.92.112,345817
2016-06-23,14.29.54.120,294102
2016-06-23,82.14.203.56,251431
2016-06-23,82.43.40.174,161752
2016-06-23,31.32.53.133,154638
2016-06-23,27.126.36.227,150405
2016-06-23,45.32.85.196,142186
2016-06-23,88.175.27.68,132636
2016-06-23,46.30.213.132,125779
2016-06-23,113.14.174.102,107744
2016-06-23,78.231.199.167,106874
2016-06-23,73.197.134.37,105338
2016-06-23,78.58.91.102,100559
2016-06-23,61.153.104.2,92999
2016-06-23,82.236.239.129,86636
2016-06-23,90.104.17.3,84548
2016-06-23,65.31.60.210,78720
2016-06-23,85.68.235.151,74816
2016-06-23,61.153.104.163,72955
2016-06-23,61.153.105.76,72281
2016-06-23,174.50.241.173,69761
2016-06-23,70.176.24.120,68443
2016-06-23,89.123.18.224,67921
2016-06-23,94.96.105.171,67552
2016-06-23,73.10.45.204,67348
